,Specialty,State,METHADONE.HCL,OXYCODONE.ACETAMINOPHEN,HYDROCODONE.ACETAMINOPHEN,ACETAMINOPHEN.CODEINE,FENTANYL,TRAMADOL.HCL,MORPHINE.SULFATE.ER,OXYCODONE.HCL,MORPHINE.SULFATE,OXYCONTIN,HYDROMORPHONE.HCL
393,Emergency Medicine,TN,0,29,71,0,0,0,0,0,0,0,0
394,Cardiology,NH,0,0,0,0,0,0,0,0,0,0,0
395,Nurse Practitioner,CT,23,38,30,0,48,25,0,23,12,0,0
396,Psychiatry & Neurology,TX,0,0,0,0,0,0,0,0,0,0,0
397,Ophthalmology,OK,0,0,0,0,0,0,0,0,0,0,0
398,Emergency Medicine,IN,0,0,57,0,0,29,0,0,0,0,0
399,Internal Medicine,PA,0,24,23,0,0,0,0,49,0,17,0
400,Emergency Medicine,FL,0,0,34,0,0,46,0,0,0,0,0
401,Dermatology,NC,0,0,42,0,0,15,0,0,0,0,0
402,General Surgery,OH,0,11,26,0,0,0,0,0,0,0,0
403,Psychiatry,MI,0,0,0,0,0,0,0,0,0,0,0
404,Internal Medicine,FL,0,0,0,0,0,0,0,0,0,0,0
405,Internal Medicine,FL,0,21,144,20,0,251,0,0,0,0,0
406,Podiatry,TX,0,0,69,0,0,0,0,0,0,0,0
407,Emergency Medicine,FL,0,42,14,27,0,16,0,0,0,0,0
408,Nurse Practitioner,WA,0,0,0,0,0,0,0,0,0,0,0
409,Obstetrics/Gynecology,MI,0,0,0,0,0,0,0,0,0,0,0
410,Family Practice,SC,0,0,91,12,0,175,0,0,0,0,0
411,Emergency Medicine,SC,0,57,85,0,0,42,0,0,0,0,0
412,Optometry,KY,0,0,0,0,0,0,0,0,0,0,0
413,Otolaryngology,OH,0,0,0,0,0,0,0,0,0,0,0
414,Family Practice,PA,0,18,0,0,0,20,0,0,0,0,0
415,Obstetrics/Gynecology,NY,0,0,0,0,0,0,0,0,0,0,0
416,Physician Assistant,VT,0,13,59,0,0,14,36,0,0,0,0
417,Cardiology,PR,0,0,0,0,0,0,0,0,0,0,0
418,General Surgery,MD,0,0,14,0,0,0,0,0,0,0,0
419,Orthopedic Surgery,MD,0,0,30,0,0,0,0,0,0,0,0
420,Pulmonary Disease,CA,0,0,0,0,0,0,0,0,0,0,0
421,Internal Medicine,MI,37,213,1363,27,30,154,0,264,0,0,31
422,Dermatology,PA,0,0,0,0,0,0,0,0,0,0,0
423,Nurse Practitioner,CO,0,0,0,0,0,0,0,0,0,0,0
424,Obstetrics/Gynecology,FL,0,0,0,0,0,0,0,0,0,0,0
425,Neurology,OH,0,0,0,0,0,0,0,0,0,0,0
426,Family Practice,FL,0,0,0,0,0,0,0,0,0,0,0
427,Internal Medicine,OH,0,0,0,0,0,0,0,22,0,0,0
428,General Surgery,MO,0,0,134,16,0,14,0,14,0,0,0
429,Gastroenterology,NY,0,0,0,0,0,0,0,0,0,0,0
430,Family Practice,MN,0,0,0,0,0,0,0,0,0,0,0
431,Otolaryngology,IL,0,0,18,0,0,0,0,0,0,0,0
432,Nurse Practitioner,MA,0,0,0,0,0,0,0,0,0,0,0
433,Pediatric Medicine,SD,0,0,0,0,0,0,0,0,0,0,0
434,Cardiology,WI,0,0,0,0,0,0,0,0,0,0,0
435,Family Practice,FL,0,123,210,0,43,75,57,14,34,0,0
436,Anesthesiology,MA,15,16,14,0,14,0,0,15,0,0,0
437,Dermatology,NJ,0,0,0,0,0,0,0,0,0,0,0
438,Podiatry,OH,0,0,43,0,0,26,0,0,0,0,0
439,Emergency Medicine,NY,0,35,0,0,0,0,0,0,0,0,0
440,Physician Assistant,WA,0,0,0,0,0,0,0,0,0,0,0
441,Internal Medicine,NC,0,0,0,0,0,0,0,0,0,0,0
442,Oral Surgery (dentists only),CA,0,25,33,0,0,0,0,0,0,0,0
443,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
444,Internal Medicine,MA,0,0,13,0,0,15,0,15,0,0,0
445,Emergency Medicine,MD,0,0,14,0,0,15,0,0,0,0,15
446,Physician Assistant,MT,0,0,13,0,0,0,0,0,0,0,0
447,General Surgery,NE,0,14,104,0,0,0,0,0,0,0,0
448,Dentist,OR,0,0,23,0,0,0,0,0,0,0,0
449,Cardiology,NC,0,14,0,0,0,0,0,0,0,0,0
450,Podiatry,TX,0,0,0,13,0,0,0,0,0,0,0
451,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
452,Family Practice,CA,0,0,42,0,0,17,0,0,0,0,0
453,Cardiology,NJ,0,0,0,0,0,0,0,0,0,0,0
454,Hematology/Oncology,TN,0,25,58,0,11,24,0,0,0,13,0
455,Hematology/Oncology,LA,0,0,29,0,0,0,17,15,13,0,0
456,Nephrology,TN,0,0,13,0,0,0,0,0,0,0,0
457,Physician Assistant,MD,0,11,0,0,0,0,0,0,0,0,0
458,Family Practice,FL,19,120,105,0,61,16,116,130,60,138,53
459,Internal Medicine,NY,0,0,29,0,12,0,22,0,14,0,0
460,Dentist,CO,0,0,0,0,0,0,0,0,0,0,0
461,Family Practice,NY,0,0,17,0,0,0,0,0,0,0,0
462,Internal Medicine,GA,0,84,719,0,28,314,105,123,0,38,0
463,Dentist,TX,0,0,31,0,0,0,0,0,0,0,0
464,Cardiology,CO,0,0,0,0,0,0,0,0,0,0,0
465,Cardiology,MA,0,0,0,0,0,0,0,0,0,0,0
466,Physician Assistant,WA,0,0,32,0,0,0,0,0,0,0,0
467,Family Practice,CA,0,0,0,0,0,0,0,0,0,0,0
468,General Surgery,MD,0,0,37,0,0,0,0,0,0,0,0
469,Family Practice,FL,22,31,47,0,0,43,0,0,0,0,0
470,Obstetrics/Gynecology,TX,0,0,0,0,0,0,0,0,0,0,0
471,Internal Medicine,CA,0,0,81,15,0,0,0,0,0,0,0
472,Nurse Practitioner,MA,0,0,0,0,0,0,0,0,0,0,0
473,Gastroenterology,WV,0,0,0,0,0,0,0,0,0,0,0
474,Nurse Practitioner,NC,0,0,37,0,0,52,0,0,0,0,0
475,Physician Assistant,MA,0,0,0,0,0,0,0,13,0,0,0
476,Cardiology,VA,0,0,0,0,0,0,0,0,0,0,0
477,Internal Medicine,VA,0,0,0,0,0,0,0,0,0,0,0
478,Dermatology,IL,0,0,51,0,0,0,0,0,0,0,0
479,Internal Medicine,ME,0,0,0,0,0,0,0,0,0,0,0
480,Pediatric Medicine,TN,0,0,0,0,0,0,0,0,0,0,0
481,Physician Assistant,TN,0,0,23,0,0,0,0,0,0,0,0
482,Psychiatry & Neurology,NC,0,0,0,0,0,0,0,0,0,0,0
483,Family Practice,NC,0,14,17,0,0,37,0,0,0,0,0
484,Dermatology,NM,0,0,0,0,0,0,0,0,0,0,0
485,General Surgery,TX,0,0,57,0,0,0,0,0,0,0,0
486,Internal Medicine,TX,0,0,97,0,0,104,0,0,0,0,0
487,Nephrology,PA,0,0,0,0,11,32,0,0,0,0,0
488,Family Practice,MI,0,0,0,0,0,0,0,0,0,0,0
489,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
490,Cardiology,WI,0,0,11,0,0,0,0,0,0,0,0
491,Nurse Practitioner,FL,0,0,0,0,0,0,0,0,0,0,0
492,Physician Assistant,FL,0,0,0,0,0,13,0,0,0,0,0
493,Family Practice,AR,89,48,729,12,13,82,0,69,0,21,0
494,Emergency Medicine,TX,0,0,15,0,0,0,0,0,0,0,0
495,Nurse Practitioner,NJ,0,0,44,0,0,0,0,0,0,0,0
496,Family Practice,MI,0,0,57,14,0,0,0,0,0,0,0
497,Family Practice,NY,0,0,0,0,0,0,0,0,0,0,0
498,Nurse Practitioner,VA,0,78,519,0,0,155,0,137,0,0,0
499,Internal Medicine,VA,0,25,45,0,0,107,11,0,12,0,0
500,Internal Medicine,AZ,0,19,20,0,0,0,0,20,0,0,0
501,Endocrinology,GA,0,0,0,0,0,111,0,0,0,0,0
502,Family Practice,IN,11,27,197,31,0,35,0,16,0,0,11
503,Family Practice,MA,0,51,48,14,0,43,0,39,0,0,0
504,Hematology/Oncology,MN,0,0,13,0,0,0,0,21,0,22,18
505,Internal Medicine,FL,0,0,41,31,0,59,0,0,0,0,0
506,Endocrinology,SC,0,0,0,0,0,11,0,0,0,0,0
507,Oral Surgery (dentists only),TX,0,0,17,0,0,0,0,0,0,0,0
508,Dentist,KS,0,0,0,0,0,0,0,0,0,0,0
509,Emergency Medicine,VA,0,0,29,0,0,0,0,0,0,0,0
510,Dermatology,MN,0,0,0,0,0,0,0,0,0,0,0
511,Oral Surgery (dentists only),AZ,0,12,68,0,0,0,0,0,0,0,0
512,Family Practice,AZ,0,0,0,0,0,0,0,0,0,0,0
513,Family Practice,MN,0,0,20,0,0,35,0,0,0,0,0
514,Dentist,MI,0,0,0,0,0,0,0,0,0,0,0
515,Emergency Medicine,WA,0,0,42,0,0,12,0,0,0,0,0
516,Endocrinology,NC,0,0,0,0,0,0,0,0,0,0,0
517,Allergy/Immunology,TX,0,0,0,0,0,0,0,0,0,0,0
518,Internal Medicine,NY,0,0,0,0,0,17,0,0,0,0,0
519,Family Practice,MO,0,119,576,13,45,261,66,34,0,44,15
520,Rheumatology,TN,0,0,25,0,0,159,0,0,0,0,0
521,Emergency Medicine,TX,0,0,59,18,0,11,0,0,0,0,0
522,Emergency Medicine,MI,0,0,14,0,0,0,0,0,0,0,0
523,Dermatology,NY,0,0,0,0,0,0,0,0,0,0,0
524,Obstetrics/Gynecology,TN,0,0,0,0,0,0,0,0,0,0,0
525,Psychiatry,NC,0,0,0,0,0,0,0,0,0,0,0
526,Physician Assistant,WI,0,0,0,0,0,0,0,0,0,0,0
527,Physician Assistant,NY,0,0,0,0,0,0,0,0,0,0,0
528,General Surgery,NY,0,26,0,0,0,0,0,0,0,0,0
529,Dentist,LA,0,0,0,0,0,0,0,0,0,0,0
530,Internal Medicine,NY,0,0,0,32,0,30,0,13,0,0,0
531,Internal Medicine,NC,0,0,0,0,0,0,0,0,0,0,0
532,Family Practice,MS,0,0,28,0,0,0,0,0,0,0,0
533,Dentist,IL,0,0,0,0,0,0,0,0,0,0,0
534,Emergency Medicine,MN,0,0,27,0,0,0,0,0,0,0,0
535,Family Practice,IN,0,0,0,0,0,0,0,0,0,0,0
536,Physician Assistant,FL,0,0,0,0,0,0,0,0,0,0,0
537,Dentist,FL,0,0,0,0,0,0,0,0,0,0,0
538,Gastroenterology,NV,0,0,0,0,0,0,0,0,0,0,0
539,Rheumatology,NJ,0,17,0,0,0,46,0,0,0,0,0
540,Dermatology,WA,0,0,0,0,0,0,0,0,0,0,0
541,General Surgery,NJ,0,0,0,0,0,0,0,0,0,0,0
542,Family Practice,CA,0,0,30,0,0,16,0,0,0,0,0
543,Podiatry,NY,0,0,0,0,0,0,0,0,0,0,0
544,Nurse Practitioner,OH,0,0,0,0,0,0,0,0,0,0,0
545,Psychiatry,WI,0,0,0,0,0,0,0,0,0,0,0
546,Podiatry,IL,0,0,17,0,0,0,0,0,0,0,0
547,Internal Medicine,CA,0,0,0,0,0,0,0,0,0,0,0
548,Nurse Practitioner,CT,0,0,0,0,0,0,0,0,0,0,0
549,Nurse Practitioner,TX,0,0,0,0,0,0,0,0,0,0,0
550,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
551,Dentist,CT,0,0,0,0,0,0,0,0,0,0,0
552,Nurse Practitioner,NY,0,31,86,16,26,158,0,14,27,0,0
553,Dentist,OK,0,0,0,0,0,0,0,0,0,0,0
554,Dentist,NJ,0,0,0,0,0,0,0,0,0,0,0
555,Nurse Practitioner,OH,0,0,14,0,12,26,0,0,0,0,0
556,Dentist,WI,0,0,0,0,0,0,0,0,0,0,0
557,Internal Medicine,CA,0,0,0,0,0,0,0,0,0,0,0
558,General Surgery,TX,0,0,201,0,0,0,0,0,0,0,0
559,Nurse Practitioner,FL,0,0,64,0,43,39,29,41,37,27,0
560,Physician Assistant,CO,29,35,57,0,48,45,25,69,14,0,16
561,Dentist,FL,0,0,0,0,0,0,0,0,0,0,0
562,Internal Medicine,MA,0,0,0,0,0,0,0,0,0,0,0
563,Physician Assistant,OK,0,0,15,0,0,22,0,0,0,0,0
564,Internal Medicine,IN,0,0,0,0,0,22,0,0,0,0,0
565,Family Practice,CA,28,75,267,53,24,54,0,0,18,0,35
566,Dentist,MI,0,0,0,0,0,0,0,0,0,0,0
567,Internal Medicine,NY,0,0,0,12,0,0,0,0,0,0,0
568,Psychiatry & Neurology,CT,0,0,0,0,0,0,0,0,0,0,0
569,Pulmonary Disease,FL,0,0,0,0,0,0,0,0,0,0,0
570,Psychiatry & Neurology,CT,0,0,0,0,0,0,0,0,0,0,0
571,Dentist,KY,0,0,114,0,0,0,0,0,0,0,0
572,General Surgery,NM,0,54,12,0,0,0,0,0,0,0,0
573,Dentist,MI,0,0,0,0,0,0,0,0,0,0,0
574,Nephrology,CA,0,0,0,0,0,0,0,0,0,0,0
575,Nurse Practitioner,WI,0,0,0,0,0,0,0,0,0,0,0
576,General Surgery,CA,0,0,49,0,0,0,0,0,0,0,0
577,Physician Assistant,CA,0,0,0,0,0,0,0,0,0,0,0
578,Nurse Practitioner,MS,0,0,0,0,0,0,0,0,0,0,0
579,Family Practice,NY,0,0,0,0,0,0,0,0,0,0,0
580,Internal Medicine,WA,0,0,85,34,0,0,0,23,21,0,0
581,Physician Assistant,WA,0,0,0,0,0,0,0,0,0,0,0
582,Nurse Practitioner,NH,0,0,0,0,0,0,0,0,0,0,0
583,Otolaryngology,LA,0,0,17,0,0,0,0,0,0,0,0
584,Family Practice,CA,0,32,173,0,22,0,43,0,14,0,0
585,General Surgery,TN,0,67,20,0,0,0,0,0,0,0,0
586,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
587,Dentist,AZ,0,0,0,0,0,13,0,0,0,0,0
588,Dentist,AL,0,0,22,0,0,0,0,0,0,0,0
589,Physical Medicine and Rehabilitation,PR,0,0,0,42,0,0,0,0,0,0,0
590,Urology,TX,0,0,20,0,0,11,0,0,0,0,0
591,Internal Medicine,FL,0,0,0,0,0,0,0,0,0,0,0
592,Family Practice,CO,0,59,141,0,47,155,15,18,0,17,11
593,Dentist,UT,0,0,21,0,0,0,0,0,0,0,0
594,Dentist,NY,0,0,0,0,0,0,0,0,0,0,0
595,Internal Medicine,MA,0,0,0,0,0,0,0,0,0,0,0
596,General Surgery,CA,0,0,24,0,0,0,0,0,0,0,0
597,Orthopedic Surgery,NH,0,0,12,0,0,0,0,15,0,0,0
598,Anesthesiology,OH,0,0,0,0,0,0,0,0,0,0,0
599,Physical Medicine and Rehabilitation,AL,0,0,86,0,22,36,0,0,0,0,0
600,Student in an Organized Health Care Education/Training Program,FL,0,0,0,0,0,0,0,0,0,0,0
601,Emergency Medicine,LA,0,0,13,0,0,0,0,0,0,0,0
602,Family Practice,GA,0,0,81,0,0,81,0,0,0,0,0
603,General Practice,CA,19,24,36,0,0,0,18,40,0,11,0
604,Physician Assistant,PA,0,0,0,0,0,0,0,0,0,0,0
605,Nurse Practitioner,CO,0,0,11,0,0,0,0,0,0,0,0
606,Physician Assistant,MA,0,0,0,0,0,0,0,32,0,0,0
607,Neurology,AZ,0,0,0,0,0,0,0,0,0,0,0
608,Dentist,LA,0,0,11,0,0,0,0,0,0,0,0
609,Psychiatry & Neurology,NY,0,0,0,0,0,0,0,0,0,0,0
610,Internal Medicine,IL,0,0,136,19,0,31,0,0,0,0,0
611,Family Practice,CA,0,0,12,0,0,0,0,0,0,0,0
612,Optometry,TX,0,0,0,0,0,0,0,0,0,0,0
613,Nurse Practitioner,KY,0,0,0,0,0,0,0,0,0,0,0
614,Emergency Medicine,PA,0,13,0,0,0,0,0,0,0,0,0
615,Hematology/Oncology,NC,0,0,0,0,11,0,0,24,0,0,0
616,Physician Assistant,CT,0,0,0,0,0,0,0,0,0,0,0
617,Nurse Practitioner,FL,0,0,0,0,0,0,0,0,0,0,0
618,Urology,CA,0,0,0,0,0,0,0,16,0,0,0
619,Psychiatry,AL,0,0,27,0,0,0,0,0,0,0,0
620,Nurse Practitioner,TN,0,20,0,0,0,0,0,0,0,0,0
621,Dentist,MI,0,0,0,0,0,0,0,0,0,0,0
622,Internal Medicine,NC,0,22,76,0,0,71,0,25,0,0,0
623,Nurse Practitioner,TN,0,38,192,0,0,23,0,0,0,0,0
624,Student in an Organized Health Care Education/Training Program,NC,0,0,0,0,0,0,0,0,0,0,0
625,Student in an Organized Health Care Education/Training Program,AR,0,21,0,0,0,0,0,0,0,0,0
626,Nurse Practitioner,AZ,0,42,0,12,0,0,29,0,0,0,0
627,Nurse Practitioner,OR,0,0,95,0,38,0,0,299,75,0,0
628,Physician Assistant,CA,0,0,59,0,0,0,0,0,0,0,0
629,Orthopedic Surgery,MO,0,0,0,0,0,0,0,0,0,0,0
630,Physician Assistant,DC,0,13,0,17,0,14,0,0,0,0,0
631,Physician Assistant,FL,0,0,0,0,0,0,0,0,0,0,0
632,Oral Surgery (dentists only),NE,0,15,49,0,0,0,0,0,0,0,0
633,Family Practice,IN,0,29,24,0,0,0,0,0,0,0,0
634,Family Practice,NC,0,18,27,0,17,29,0,0,0,0,0
635,Internal Medicine,MS,0,0,0,0,0,0,0,0,0,0,0
636,Family Practice,TX,0,0,14,0,0,0,0,0,0,0,0
637,Physician Assistant,TN,0,0,0,0,0,0,0,0,0,0,0
638,Physician Assistant,TX,0,0,0,0,0,0,0,0,0,0,0
639,Internal Medicine,CA,0,0,0,0,0,0,0,0,0,0,0
640,Physician Assistant,AL,0,0,0,0,0,0,0,0,0,0,0
641,Nurse Practitioner,CA,0,0,0,0,0,0,0,0,0,0,0
642,Physician Assistant,MN,0,21,0,0,0,15,0,0,0,0,0
643,Student in an Organized Health Care Education/Training Program,DC,0,0,0,0,0,0,0,0,0,0,0
644,Family Practice,SC,0,14,25,0,0,0,0,0,0,0,0
645,Nurse Practitioner,IL,0,0,0,0,0,12,0,0,0,0,0
646,Orthopedic Surgery,NY,0,33,0,0,0,0,0,0,0,0,0
647,Nurse Practitioner,WA,0,0,21,0,0,0,0,0,0,0,0
648,Physician Assistant,FL,0,0,0,0,0,46,0,0,0,0,0
649,Physician Assistant,ID,0,0,24,0,0,0,0,0,0,0,0
650,Physician Assistant,OR,0,0,0,0,0,0,0,15,0,0,0
651,Physician Assistant,FL,0,0,0,0,0,0,0,0,0,0,0
652,Oral Surgery (dentists only),CT,0,0,0,0,0,0,0,0,0,0,0
653,Nurse Practitioner,LA,0,0,0,0,0,0,0,0,0,0,0
654,Student in an Organized Health Care Education/Training Program,NC,0,0,0,0,0,0,0,11,0,0,0
655,Dentist,TX,0,0,50,0,0,0,0,0,0,0,0
656,Physician Assistant,MI,0,0,92,0,0,26,0,0,0,0,0
657,Student in an Organized Health Care Education/Training Program,OR,0,13,28,0,0,0,0,25,0,0,0
658,Physician Assistant,KS,0,0,0,0,0,0,0,0,0,0,0
659,Emergency Medicine,TX,0,0,1024,0,52,142,0,0,0,0,0
660,Oral Surgery (dentists only),NJ,0,0,0,13,0,0,0,0,0,0,0
661,Family Practice,OH,0,35,99,25,15,135,0,0,0,0,0
662,Optometry,WA,0,0,0,0,0,0,0,0,0,0,0
663,Physician Assistant,NJ,0,0,0,0,0,0,0,0,0,0,0
664,Physician Assistant,MI,0,0,163,52,0,13,0,0,0,0,0
665,Ophthalmology,NE,0,0,0,0,0,0,0,0,0,0,0
666,Internal Medicine,NY,0,0,0,0,0,0,0,0,0,0,0
667,Pulmonary Disease,NY,0,0,0,0,0,0,0,0,0,0,0
668,General Surgery,AL,0,131,21,0,0,0,0,0,0,0,0
669,Family Practice,RI,0,27,106,0,47,65,28,80,0,0,0
670,Optometry,GA,0,0,0,0,0,0,0,0,0,0,0
671,Nurse Practitioner,CO,0,27,16,0,0,38,0,0,0,24,0
672,Family Practice,FL,0,0,164,15,0,17,23,46,0,12,0
673,Allergy/Immunology,CA,0,0,0,0,0,0,0,0,0,0,0
674,Pulmonary Disease,NC,0,0,0,0,0,0,0,0,0,0,0
675,Podiatry,SD,0,0,0,0,0,0,0,0,0,0,0
676,Internal Medicine,PA,0,65,327,0,49,135,30,61,0,14,0
677,Emergency Medicine,SC,0,0,70,0,0,15,0,0,0,0,0
678,Gastroenterology,NY,0,0,0,0,0,0,0,0,0,0,0
679,Physician Assistant,TX,0,0,0,0,0,70,0,0,0,0,0
680,Family Practice,PA,0,0,29,0,0,0,0,0,0,0,0
681,Family Practice,GA,0,0,0,0,0,0,0,0,0,0,0
682,Dentist,CA,0,0,0,0,0,0,0,0,0,0,0
683,Podiatry,WI,0,0,56,12,0,0,0,0,0,0,0
684,Internal Medicine,MD,0,35,32,0,0,18,0,0,0,15,0
685,Nurse Practitioner,NY,0,0,0,0,0,0,0,0,0,0,0
686,Pediatric Medicine,VA,0,0,32,0,0,0,0,0,0,0,0
687,Physician Assistant,ME,0,0,0,0,0,0,0,0,0,0,0
688,Otolaryngology,MN,0,0,0,0,0,0,0,0,0,0,0
689,Emergency Medicine,IN,0,0,118,0,0,16,0,0,0,0,0
690,General Surgery,ME,0,0,25,0,0,0,0,24,0,0,0
691,Internal Medicine,NJ,0,0,0,0,0,0,0,0,0,0,0
692,Family Practice,TX,0,0,0,0,0,0,0,0,0,0,0
693,Otolaryngology,CT,0,0,0,0,0,0,0,0,0,0,0
694,Ophthalmology,KY,0,0,0,0,0,12,0,0,0,0,0
695,Obstetrics/Gynecology,LA,0,11,0,0,0,0,0,0,0,0,0
696,Emergency Medicine,WA,0,0,18,0,0,0,0,0,0,0,0
697,Orthopedic Surgery,WI,0,0,74,0,0,15,0,20,0,0,0
698,Podiatry,TX,0,0,24,0,0,17,0,0,0,0,0
699,Nurse Practitioner,KY,0,0,33,0,0,0,0,0,0,0,0
700,Emergency Medicine,WI,0,50,0,0,0,42,0,0,0,0,0
701,General Surgery,IL,0,0,0,0,0,0,0,0,0,0,0
702,Obstetrics/Gynecology,IN,0,0,0,0,0,0,0,0,0,0,0
703,Otolaryngology,OH,0,0,23,18,0,0,0,0,0,0,0
704,Dentist,NC,0,0,20,14,0,0,0,0,0,0,0
705,Dermatology,GA,0,0,0,0,0,0,0,0,0,0,0
706,Optometry,RI,0,0,0,0,0,0,0,0,0,0,0
707,Cardiology,FL,0,0,0,0,0,0,0,0,0,0,0
708,Physician Assistant,SC,0,0,0,0,0,0,0,0,0,0,0
709,Dermatology,MN,0,0,0,0,0,0,0,0,0,0,0
710,Family Practice,UT,0,0,0,0,0,0,0,0,0,0,0
711,General Surgery,GA,0,0,142,0,0,0,0,0,0,0,0
712,Obstetrics/Gynecology,PA,0,0,0,0,0,0,0,0,0,0,0
713,Emergency Medicine,MI,0,0,65,0,0,0,0,0,0,0,0
714,Ophthalmology,NC,0,0,0,0,0,0,0,0,0,0,0
715,Family Practice,LA,0,11,0,0,0,0,0,0,0,0,0
716,Family Practice,CA,0,0,0,0,0,0,0,0,0,0,0
717,General Surgery,PA,0,23,0,0,0,0,0,0,0,0,0
718,Internal Medicine,GA,70,0,499,0,105,197,81,230,0,47,38
719,Pediatric Medicine,MI,0,0,0,0,12,0,0,0,0,0,0
720,Family Practice,CA,0,0,0,0,0,0,0,0,0,0,0
721,Psychiatry,AZ,0,0,0,0,0,0,0,0,0,0,0
722,Emergency Medicine,LA,0,0,50,0,0,0,0,0,0,0,0
723,Podiatry,OH,0,0,0,0,0,0,0,0,0,0,0
724,Urology,PA,0,11,0,0,0,0,0,0,0,0,0
725,Internal Medicine,MA,0,0,44,0,0,27,0,0,0,0,0
726,Orthopedic Surgery,LA,0,25,267,0,0,54,0,0,0,0,0
727,Ophthalmology,AZ,0,0,0,0,0,0,0,0,0,0,0
728,Internal Medicine,OH,0,19,0,0,0,93,0,0,0,0,0
729,Gastroenterology,FL,0,0,0,0,0,0,0,0,0,0,0
730,Cardiology,IN,0,0,0,0,0,0,0,0,0,0,0
731,Psychiatry,NE,0,0,0,0,0,0,0,0,0,0,0
732,Urology,MN,0,0,0,0,0,0,0,0,0,0,0
733,Family Practice,TN,0,0,29,0,0,0,0,0,0,0,0
734,Dentist,PA,0,30,77,0,0,0,0,0,0,0,0
735,Internal Medicine,AL,0,0,0,0,0,0,0,0,0,0,0
736,Pulmonary Disease,NJ,0,0,0,0,0,0,0,0,0,0,0
737,Nurse Practitioner,PA,0,0,0,0,0,0,0,13,0,13,0
738,Emergency Medicine,OH,0,11,0,0,0,0,0,0,0,0,0
739,Neurology,MI,0,0,0,0,0,0,0,0,0,0,0
740,General Surgery,CA,0,0,11,0,0,0,0,0,0,0,0
741,Obstetrics/Gynecology,WI,0,0,0,15,0,0,0,0,0,0,0
742,Internal Medicine,CA,0,41,165,0,46,57,15,25,0,0,21
743,Orthopedic Surgery,AR,0,87,513,11,0,99,0,43,0,0,0
744,Hematology/Oncology,CA,0,0,12,0,0,0,0,0,0,0,0
745,Cardiology,IL,0,0,0,0,0,0,0,0,0,0,0
746,Optometry,CO,0,0,0,0,0,0,0,0,0,0,0
747,Nurse Practitioner,TN,0,21,129,0,0,49,0,0,0,0,0
748,Family Practice,WV,11,17,13,0,0,21,0,0,0,0,0
749,Internal Medicine,NC,22,44,437,0,0,190,0,41,0,0,0
750,Internal Medicine,NY,0,0,11,0,0,0,0,0,0,0,0
751,Obstetrics/Gynecology,MD,0,0,0,0,0,0,0,0,0,0,0
752,Family Practice,MD,0,0,35,0,0,12,0,0,0,0,0
753,Emergency Medicine,NV,0,11,41,0,0,0,0,0,0,0,0
754,Orthopedic Surgery,MN,0,19,56,0,0,0,0,0,0,0,0
755,Hematology/Oncology,NY,0,0,0,0,0,0,0,17,0,0,0
756,Physician Assistant,VA,0,0,0,0,0,18,0,0,0,0,0
757,Otolaryngology,SC,0,0,0,0,0,0,0,0,0,0,0
758,Cardiology,WV,0,0,0,0,0,0,0,0,0,0,0
759,Podiatry,NY,0,0,28,0,0,0,0,0,0,0,0
760,Dentist,LA,0,0,0,0,0,0,0,0,0,0,0
761,Orthopedic Surgery,IA,0,0,110,0,0,29,0,11,0,0,0
762,Physical Medicine and Rehabilitation,FL,0,0,0,0,0,0,0,0,0,0,0
763,Orthopedic Surgery,PA,0,26,124,24,0,58,0,0,0,0,0
764,Psychiatry,MA,0,0,0,0,0,0,0,0,0,0,0
765,Internal Medicine,OH,0,0,0,0,0,0,0,0,0,0,0
766,Physician Assistant,NC,0,0,0,0,0,0,0,0,0,0,0
767,Otolaryngology,CA,0,0,13,0,0,0,0,0,0,0,0
768,Pediatric Medicine,CO,0,0,0,0,0,0,0,0,0,0,0
769,Nephrology,NC,0,0,0,0,0,0,0,0,0,0,0
770,Obstetrics/Gynecology,LA,0,0,0,0,0,0,0,0,0,0,0
771,Internal Medicine,MN,0,0,13,0,48,108,0,38,0,29,0
772,Internal Medicine,FL,0,37,17,0,0,0,0,0,0,0,0
773,Urology,CA,0,0,59,0,0,0,0,0,0,0,12
774,Dentist,NE,0,0,0,0,0,0,0,0,0,0,0
775,Dermatology,IA,0,0,0,0,0,0,0,0,0,0,0
776,Physician Assistant,CA,0,0,0,0,0,0,0,12,0,0,0
777,General Surgery,MA,0,14,0,0,0,0,0,0,0,0,0
778,Internal Medicine,RI,0,13,30,0,12,34,0,0,0,0,0
779,Family Practice,NC,0,11,24,0,0,24,0,0,0,0,0
780,General Surgery,IL,0,0,43,0,0,0,0,0,0,0,0
781,Dentist,IN,0,0,0,0,0,0,0,0,0,0,0
782,Dentist,FL,0,0,0,0,0,0,0,0,0,0,0
783,Psychiatry,OR,0,0,0,0,0,0,0,0,0,0,0
784,Family Practice,TX,0,0,339,13,0,155,0,0,0,0,0
785,Hematology/Oncology,GA,0,109,130,0,25,16,48,15,0,0,0
786,Nurse Practitioner,IL,0,0,45,0,0,0,0,0,0,0,0
787,Family Practice,WA,12,20,41,0,0,0,0,0,0,0,11
